ParticipantId,chatbot_conversation_history_personalization,search_history_personalization,email_personalization,device_personalization,chatbot_conversation_history_valuation,search_history_valuation,email_valuation,device_valuation,search_engine_history,popularity_history,content_mod_history,product_recs_history,concerned_pc,trust_pc,privacy_important_pc,concerns_gpt_pc,private_gpt_pc,inaccurate_info_concern,not_understanding_what_AI_can_do_concern,misused_concern,Usage,year_start_using,account_type,role,location,purpose,content,consent,anonymity,privacy,appropriate_score,concern_score
104,72,69,0,0,80,81,0,0,38,0,66,8,85,28,95,70,39,93,30,100,Daily,2024,ChatGPT Free Subscription,a charitable foundation,the US,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,not removed,83,25
105,49,20,0,0,23,0,0,0,52,0,0,70,70,25,100,75,14,80,50,80,Less than Monthly,2025,ChatGPT Free Subscription,a university computer science researcher,the US,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,0,100
106,71,38,47,84,89,39,86,95,0,0,16,14,100,10,100,93,12,94,70,88,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,automatically removed,3,95
107,61,38,7,55,68,18,31,62,68,53,60,59,68,57,60,57,51,58,72,70,Less than Monthly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,automatically removed,14,74
108,71,67,55,18,74,39,53,17,52,0,28,53,72,60,100,52,30,100,88,70,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the European Union,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,not removed,52,75
109,100,80,0,65,100,100,0,85,100,0,0,100,70,90,85,0,30,90,100,100,Weekly,2025,ChatGPT Free Subscription,a university computer science researcher,the US,training future AI models,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,20,100
110,100,100,0,0,100,100,0,0,60,50,50,60,20,10,50,40,0,70,70,50,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the US,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,60,40
111,90,77,9,5,64,0,0,10,79,57,68,100,94,44,100,62,59,59,87,47,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,not removed,93,0
112,53,53,0,0,35,44,0,0,31,0,18,33,91,21,95,93,10,88,67,72,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the US,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,23,77
113,80,62,5,55,90,85,10,70,60,10,80,55,85,55,100,75,45,70,15,85,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,0,100
114,25,34,5,5,39,45,14,15,57,36,42,62,30,65,80,5,95,30,5,5,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,training future AI models,All of your conversations with ChatGPT,informed that your data was collected,anonymized,automatically removed,0,100
115,17,0,18,11,2,4,0,5,39,9,4,12,74,30,94,50,100,59,87,50,Weekly,2023 or earlier,ChatGPT Plus,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,automatically removed,0,84
116,87,14,36,17,82,21,58,45,45,42,10,58,65,41,76,72,44,63,55,73,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,China,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,17,78
117,63,63,64,64,75,73,74,74,63,64,67,63,89,16,77,63,18,62,67,65,Less than Monthly,2024,ChatGPT Free Subscription,a charitable foundation,the European Union,predicting human behavior,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,not removed,69,23
118,11,0,0,50,85,88,83,50,0,0,4,50,60,6,98,71,0,75,82,87,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,studying AI risks to society,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,automatically removed,8,90
119,90,100,29,87,92,82,15,92,94,0,50,100,21,85,95,1,84,23,86,55,Weekly,2024,ChatGPT Free Subscription,a big tech company,the US,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,automatically removed,70,14
120,100,20,0,0,100,80,0,0,70,0,0,20,91,9,100,70,70,50,80,70,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,China,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,automatically removed,0,100
121,81,26,0,39,48,12,0,41,46,0,0,64,40,15,69,39,0,0,0,80,Less than Monthly,2024,No Account,a university social science researcher,China,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,not removed,0,54
122,65,55,0,0,60,60,10,10,70,40,45,60,75,55,85,80,45,71,35,45,Weekly,2024,ChatGPT Free Subscription,a government agency,China,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,55,45
123,100,0,0,0,100,0,0,,0,0,0,0,90,60,100,30,60,91,91,62,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the European Union,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,0,100
124,55,0,0,0,65,0,0,0,30,0,0,40,65,30,100,75,10,80,75,100,Less than Monthly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,improving user experience with AI,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,not removed,50,70
125,0,0,20,0,0,0,20,0,50,0,50,70,84,50,90,70,0,70,80,90,Weekly,2025,No Account,a hospital,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,automatically removed,70,87
126,100,50,0,50,100,60,0,50,50,70,80,100,60,70,100,60,90,100,100,100,Daily,2024,ChatGPT Free Subscription,a hospital,China,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,automatically removed,0,100
127,100,50,0,0,100,50,0,0,0,0,0,50,50,30,100,70,0,100,100,80,Monthly,2024,ChatGPT Free Subscription,a big tech company,China,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,not removed,100,30
128,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,12,100,Weekly,2024,ChatGPT Free Subscription,a government agency,the US,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,not removed,0,100
129,100,100,100,100,100,100,100,100,100,48,50,100,0,50,63,0,0,50,100,80,Daily,2024,ChatGPT Plus,a hospital,China,personalizing advertising,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,automatically removed,0,0
130,60,22,0,25,71,78,70,61,67,12,5,87,90,80,97,64,36,69,59,91,Weekly,2024,No Account,a university computer science researcher,the US,assessing mental health,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,7,83
131,69,15,26,25,78,65,62,26,25,11,13,18,73,47,66,64,34,71,66,64,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,China,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,not removed,78,26
132,16,24,16,22,32,33,30,26,29,30,21,26,78,75,79,65,70,71,61,71,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the European Union,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,55,44
133,90,30,30,20,100,40,50,40,70,60,60,80,30,70,80,30,60,70,60,65,Weekly,2024,ChatGPT Plus,an insurance company,the US,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,automatically removed,90,10
134,50,3,21,0,39,1,0,0,11,2,7,5,90,38,100,53,77,65,79,86,Weekly,2024,ChatGPT Free Subscription,a university social science researcher,China,studying AI risks to society,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,77,29
135,50,30,10,10,20,20,10,10,30,30,30,30,90,30,80,85,10,60,60,60,Daily,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,improving user experience with AI,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,not removed,10,90
136,84,0,0,0,96,0,0,0,75,0,63,50,92,15,100,70,14,15,94,91,Daily,2025,ChatGPT Free Subscription,a charitable foundation,the European Union,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,automatically removed,0,100
137,72,14,0,0,76,20,0,0,70,0,0,68,86,24,82,67,64,79,70,77,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,automatically removed,85,88
138,20,0,0,0,25,0,0,0,40,0,5,20,90,9,90,95,10,100,100,90,Monthly,2024,ChatGPT Free Subscription,a government agency,the US,training future AI models,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,15,92
139,60,70,60,50,80,93,72,85,71,30,29,77,50,50,80,50,50,95,50,70,Less than Monthly,2024,No Account,a university social science researcher,China,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,69,38
